0.00728561 0.0145534 
0.00772716 0.01505  
0.00816871 0.0151234 
0.00861026 0.0150625 
0.00905181 0.0150617 
0.00949336 0.0154647 
0.00993491 0.0152723 
0.0103765 0.0154992 
0.010818 0.0151527 
0.0112596 0.0145591 
0.0117011 0.0144926 
0.0121427 0.0143601 
0.0125842 0.0143086 
0.0130258 0.0140175 
0.0134673 0.0134511 
0.0139089 0.0136284 
0.0143504 0.0134743 
0.014792 0.01344167 
0.0152335 0.01369418 
0.0156751 0.01335475 
0.0161166 0.01313703 
0.0165582 0.01288481 
0.0169997 0.01270933 
0.0174413 0.01271984 
0.0178828 0.01256373 
0.0183244 0.01212558 
0.0187659 0.01199268 
0.0192075 0.01198949 
0.019649 0.01192456 
0.0200905 0.01195361 
0.0205321 0.01173618 
0.0209736 0.01148677 
0.0214152 0.01131101 
0.0218567 0.01091841 
0.0222983 0.01060908 
0.0227398 0.01047695 
0.0231814 0.0104225 
0.0236229 0.01027673 
0.0240645 0.01023428 
0.024506 0.0101747 
0.0249475 0.00991241 
0.0253891 0.00976557 
0.0258306 0.00957399 
0.0262722 0.00928293 
0.0267137 0.00903249 
0.0271553 0.0088997 
0.0275968 0.00892003 
0.0280383 0.00874025 
0.0284799 0.0084786 
0.0289214 0.00830793 
0.029363 0.00809495 
0.0298045 0.0079947 
0.0302461 0.00771133 
0.0306876 0.00762531 
0.0311291 0.00756615 
0.0315707 0.00735172 
0.0320122 0.0072845 
0.0324538 0.00718775 
0.0328953 0.00711179 
0.0333368 0.00710281 
0.0337784 0.0069144 
0.0342199 0.00663504 
0.0346614 0.00673489 
0.035103 0.00662757 
0.0355445 0.00643917 
0.0359861 0.00636915 
0.0364276 0.00611942 
0.0368691 0.00582511 
0.0373107 0.00554661 
0.0377522 0.00548077 
0.0381937 0.00535202 
0.0386353 0.00524274 
0.0390768 0.00515755 
0.0395183 0.00506548 
0.0399599 0.0049734 
0.0404014 0.00485852 
0.0408429 0.0046106 
0.0412845 0.00440907 
0.041726 0.00434295 
0.0421675 0.0044127 
0.0426091 0.00424862 
0.0430506 0.00410381 
0.0434921 0.00424539 
0.0439336 0.00418375 
0.0443752 0.00398016 
0.0448167 0.0039352 
0.0452582 0.00378943 
0.0456997 0.00366311 
0.0461413 0.0036112 
0.0465828 0.00345126 
0.0470243 0.00322471 
0.0474658 0.00321168 
0.0479074 0.00317932 
0.0483489 0.00312948 
0.0487904 0.00306121 
0.0492319 0.00292797 
0.0496735 0.00281778 
0.050115 0.00279373 
0.0505565 0.00277822 
0.050998 0.00272014 
0.0514395 0.00263501 
0.0518811 0.00257731 
0.0523226 0.00254112 
0.0527641 0.00256796 
0.0532056 0.00249951 
0.0536471 0.00229713 
0.0540886 0.00228199 
0.0545302 0.00226385 
0.0549717 0.0022758 
0.0554132 0.00224871 
0.0558547 0.00212065 
0.0562962 0.00211311 
0.0567377 0.00216655 
0.0571792 0.00202939 
0.0576208 0.00182088 
0.0580623 0.00186199 
0.0585038 0.00193928 
0.0589453 0.00187188 
0.0593868 0.00197036 
0.0598283 0.00193671 
0.0602698 0.00184785 
0.0607113 0.00181896 
0.0611528 0.00182707 
0.0615943 0.00183673 
0.0620358 0.00174091 
0.0624773 0.00172192 
0.0629188 0.00158639 
0.0633603 0.00164954 
0.0638018 0.00156635 
0.0642433 0.00148275 
0.0646848 0.00139159 
0.0651263 0.00151286 
0.0655678 0.00152505 
0.0660093 0.00140916 
0.0664508 0.0013914 
0.0668923 0.00143512 
0.0673338 0.00146974 
0.0677753 0.00136754 
0.0682168 0.00122169 
0.0686583 0.00124454 
0.0690998 0.00125453 
0.0695413 0.00122667 
0.0699828 0.00124769 
0.0704243 0.00132164 
0.0708658 0.00132781 
0.0713073 0.00127935 
0.0717487 0.00124327 
0.0721902 0.00129628 
0.0726317 0.00129408 
0.0730732 0.00133551 
0.0735147 0.0013029 
0.0739562 0.00123794 
0.0743977 0.00116383 
0.0748391 0.00110666 
0.0752806 0.00111402 
0.0757221 0.00111669 
0.0761636 0.00106958 
0.0766051 0.00107704 
0.0770465 0.00116124 
0.077488 0.00101911 
0.0779295 0.0011208 
0.078371 0.00114618 
0.0788125 0.00101766 
0.0792539 0.00092931 
0.0796954 0.00090761 
0.0801369 0.00089774 
0.0805783 0.00093699 
0.0810198 0.00101381 
0.0814613 0.00094524 
0.0819027 0.00098529 
0.0823442 0.00101603 
0.0827857 0.00093238 
0.0832271 0.00087794 
0.0836686 0.00092004 
0.0841101 0.00089288 
0.0845515 0.00091721 
0.084993 0.00096452 
0.0854345 0.00101214 
0.0858759 0.00102007 
0.0863174 0.00096931 
0.0867589 0.0009342 
0.0872003 0.00083967 
0.0876418 0.00088684 
0.0880832 0.00094929 
0.0885247 0.00080706 
0.0889661 0.00078671 
0.0894076 0.00085307 
0.089849 0.00082271 
0.0902905 0.00081412 
0.0907319 0.00081594 
0.0911734 0.00064805 
0.0916148 0.00061137 
0.0920563 0.0005815 
0.0924977 0.00057917 
0.0929392 0.00056522 
0.0933806 0.00061011 
0.0938221 0.00059974 
0.0942635 0.00077069 
0.0947049 0.00071753 
0.0951464 0.00070042 
0.0955878 0.00065743 
0.0960293 0.0006686 
0.0964707 0.00054182 
0.0969121 0.0005105 
0.0973536 0.00049953 
0.097795 0.00058723 
0.0982364 0.00065961 
0.0986779 0.00066727 
0.0991193 0.00060964 
0.0995607 0.00057103 
0.100002 0.00048981 
0.100444 0.00041905 
0.100885 0.00038199 
0.101326 0.00029323 
0.101768 0.00020732 
0.102209 0.0003575 
0.102651 0.00043338 
0.103092 0.00048309 
0.103534 0.00049477 
0.103975 0.00041635 
0.104416 0.00047638 
